StatID,MatchID,PlayerID,MinutesPlayed,Goals,Assists,PassAccuracy,ShotsOnTarget
3857,1382,16,34,1,2,54,0
3858,631,746,68,3,2,63,2
3859,830,916,24,4,2,60,3
3860,57,118,44,5,0,80,3
3861,1626,134,29,0,3,59,5
3862,172,442,89,3,3,55,2
3863,1767,351,16,3,2,85,5
3864,1414,439,70,4,3,84,0
3865,1598,885,47,3,1,97,2
3866,1146,823,27,1,2,84,2
3867,1926,667,54,0,0,98,4
3868,449,434,58,0,0,84,2
3869,1080,513,26,3,1,73,2
3870,574,895,46,3,1,85,2
3871,1522,354,37,3,0,84,2
3872,1918,781,0,4,1,55,1
3873,1629,41,66,5,3,85,5
3874,298,770,27,0,1,57,5
3875,482,265,9,5,0,96,1
3876,735,873,16,1,0,87,3
3877,1796,12,73,0,0,84,5
3878,421,909,34,5,0,80,3
3879,1401,467,41,2,3,98,5
3880,1583,146,37,5,2,56,0
3881,575,917,2,0,3,100,0
3882,1070,81,53,5,0,54,4
3883,1887,527,24,4,3,88,3
3884,1277,106,37,4,2,74,0
3885,1874,219,89,0,1,67,4
3886,319,190,1,5,0,56,2
3887,1783,491,45,3,1,68,0
3888,283,300,74,5,0,63,5
3889,2283,786,6,2,0,81,5
3890,2118,762,53,4,1,85,0
3891,2000,318,43,0,1,95,0
3892,1856,146,11,4,1,88,5
3893,1896,451,71,3,2,79,2
3894,1941,70,70,1,3,75,5
3895,1630,736,37,2,1,58,2
3896,1407,233,21,0,3,68,5
3897,136,499,12,2,0,58,2
3898,863,600,17,5,0,89,5
3899,1643,435,12,3,0,75,0
3900,1351,714,69,0,3,94,5
3901,217,339,79,0,1,85,5
3902,590,306,70,1,3,55,2
3903,2118,371,0,3,2,55,4
3904,1182,208,82,3,2,73,4
3905,1812,153,33,5,0,57,0
3906,136,609,56,2,3,98,1
3907,716,908,82,2,1,98,2
3908,964,26,38,3,0,65,0
3909,1313,59,69,3,2,77,0
3910,1405,278,43,5,0,65,2
3911,1943,661,4,0,1,53,5
3912,1108,308,48,2,2,98,2
3913,2190,565,63,1,1,89,3
3914,1186,855,29,2,1,77,0
3915,744,710,48,4,2,64,1
3916,2380,797,37,5,1,81,5
3917,2057,402,56,1,0,85,0
3918,1803,184,27,3,0,84,0
3919,950,903,22,5,3,76,0
3920,496,690,13,1,2,61,0
3921,401,751,83,2,0,96,0
3922,103,404,60,3,0,88,3
3923,553,140,50,0,1,61,3
3924,2210,811,73,0,0,83,0
3925,549,112,55,0,0,56,4
3926,2049,519,48,5,2,52,2
3927,1488,857,90,5,0,90,4
3928,1329,518,8,5,2,91,0
3929,597,880,15,4,2,65,2
3930,1781,123,10,5,3,62,3
3931,1095,191,31,4,0,58,0
3932,947,313,85,0,2,98,5
3933,1010,854,29,0,1,55,0
3934,2327,824,89,5,0,95,3
3935,2067,908,55,2,2,82,3
3936,726,631,72,3,3,73,4
3937,925,119,79,1,2,96,4
3938,806,835,17,0,2,89,0
3939,289,622,87,4,1,88,5
3940,277,453,29,0,0,62,0
3941,614,178,53,0,3,75,3
3942,1013,650,19,2,2,98,0
3943,2293,410,78,2,3,98,3
3944,1461,778,8,5,3,73,0
3945,1321,230,24,0,2,58,0
3946,39,154,59,2,2,63,0
3947,493,401,60,1,3,83,1
3948,2385,545,49,2,1,86,1
3949,2313,223,37,2,0,61,4
3950,337,81,36,4,0,87,0
3951,2406,168,23,2,3,58,5
3952,151,193,11,3,3,77,0
3953,1896,216,38,2,1,88,5
3954,1692,273,45,3,2,62,0
3955,666,631,53,5,1,93,3
3956,986,713,40,3,1,56,2
3957,1904,339,70,2,3,56,4
3958,1129,472,68,3,3,91,4
3959,1214,897,38,1,1,55,5
3960,2296,396,62,2,3,79,5
3961,1921,233,29,1,0,90,1
3962,1205,630,76,3,3,56,3
3963,617,759,21,3,0,59,3
3964,258,428,42,2,2,53,0
3965,455,40,29,2,0,80,4
3966,1922,481,70,0,0,79,2
3967,2212,777,56,5,1,77,5
3968,1802,272,62,5,1,69,0
3969,1037,81,38,5,2,54,5
3970,2086,335,88,4,1,59,0
3971,512,547,18,2,0,64,4
3972,1386,617,14,4,0,89,0
3973,2209,265,39,3,1,88,4
3974,768,79,17,2,0,69,0
3975,1936,302,26,0,0,91,2
3976,1158,81,10,2,2,68,3
3977,568,540,3,3,1,79,0
3978,2408,22,90,3,1,92,2
3979,1386,57,58,0,1,54,3
3980,145,849,28,4,2,74,0
3981,83,777,13,0,3,77,5
3982,2297,733,60,5,1,61,0
3983,1283,545,59,4,2,74,5
3984,1534,43,23,3,1,56,4
3985,549,914,45,0,0,76,2
3986,719,376,47,2,2,64,1
3987,170,105,19,1,1,74,0
3988,793,304,80,4,3,53,4
3989,1821,569,29,5,2,87,3
3990,2445,365,17,4,0,85,1
3991,786,865,36,1,3,92,2
3992,2309,803,1,0,2,87,4
3993,277,675,87,3,3,86,2
3994,343,199,22,4,1,62,4
3995,2438,23,35,4,0,70,1
3996,1949,157,80,4,0,92,0
3997,1658,352,40,2,1,84,1
3998,1768,67,81,0,3,75,3
3999,1854,87,8,1,1,86,3
4000,1143,576,52,5,0,61,0
4001,2378,701,68,0,3,87,4
4002,825,879,45,3,1,74,4
4003,1309,745,7,2,0,85,2
4004,609,749,2,4,0,89,1
4005,952,577,66,5,3,92,3
4006,712,465,11,5,3,54,1
4007,353,900,26,5,1,61,5
4008,2120,683,69,3,3,95,5
4009,207,65,27,5,0,60,2
4010,1920,812,54,0,0,77,3
4011,2053,548,16,3,1,84,0
4012,1966,854,1,5,3,86,0
4013,945,120,38,3,3,87,2
4014,1226,102,44,4,1,81,2
4015,1844,276,73,0,1,89,5
4016,103,791,41,2,3,82,1
4017,391,688,36,3,0,89,1
4018,1660,382,54,3,0,77,1
4019,2477,490,74,5,2,81,3
4020,2192,587,54,5,0,92,0
4021,1862,203,71,4,0,77,3
4022,772,154,74,3,0,75,0
4023,620,18,62,3,0,63,1
4024,188,287,19,2,1,62,2
4025,136,722,56,3,2,70,5
4026,1906,708,6,0,1,54,2
4027,2403,911,28,3,2,100,1
4028,1879,465,30,0,2,67,3
4029,144,534,10,1,1,56,5
4030,1778,714,84,5,0,74,2
4031,1013,380,72,1,0,72,5
4032,393,569,38,5,1,71,0
4033,1267,72,69,0,2,89,0
4034,499,409,18,4,1,75,4
4035,1715,138,26,1,1,59,3
4036,371,880,14,2,2,82,2
4037,1643,459,46,3,3,84,3
4038,1584,903,40,1,1,54,4
4039,559,464,61,5,0,80,1
4040,478,62,11,4,0,69,4
4041,110,636,60,0,2,68,0
4042,528,475,70,5,0,78,3
4043,1443,304,6,4,0,65,0
4044,2241,167,27,3,3,75,2
4045,749,819,54,2,0,62,4
4046,65,140,44,4,2,65,4
4047,1075,435,64,5,3,98,2
4048,1046,60,86,0,1,77,5
4049,2217,727,15,1,1,96,0
4050,2146,210,39,0,2,84,5
4051,1930,792,40,2,3,66,0
4052,1293,672,56,0,1,84,3
4053,1706,476,80,0,0,75,4
4054,1811,133,1,4,1,88,5
4055,1652,531,53,1,0,67,3
4056,2196,141,60,2,1,71,0
4057,1905,774,60,3,0,71,1
4058,484,653,57,0,0,93,4
4059,1738,428,79,3,2,99,4
4060,1598,295,87,0,3,82,5
4061,2474,37,85,4,3,59,5
4062,1881,779,64,1,3,86,2
4063,1106,407,79,2,2,62,0
4064,2185,870,63,0,0,65,4
4065,567,387,47,1,0,84,1
4066,2322,261,85,0,3,78,4
4067,1579,809,53,1,0,52,4
4068,2308,638,49,3,3,57,4
4069,191,623,53,4,0,94,3
4070,444,495,28,0,0,98,5
4071,771,390,81,1,0,62,0
4072,1095,597,89,4,1,51,3
4073,1568,228,74,1,0,80,5
4074,1692,187,56,3,1,75,5
4075,344,431,65,2,1,78,4
4076,2274,83,6,4,0,85,2
4077,22,882,1,4,3,83,3
4078,1960,50,43,2,3,83,3
4079,1193,750,30,1,0,87,5
4080,1584,737,81,5,2,71,1
4081,1306,186,0,1,0,66,2
4082,724,223,49,5,3,55,4
4083,2333,472,51,5,1,88,4
4084,1450,51,56,0,3,64,0
4085,946,637,69,5,2,58,3
4086,363,194,23,0,0,81,5
4087,1007,538,28,1,3,94,2
4088,1187,677,27,3,0,69,5
4089,657,859,21,1,1,60,2
4090,1128,513,21,2,3,52,5
4091,1251,709,87,2,0,57,3
4092,1825,584,46,2,0,65,2
4093,2500,885,64,2,1,64,1
4094,1976,221,50,0,3,93,1
4095,1852,376,50,3,0,75,1
4096,1468,700,44,1,3,63,0
4097,349,425,37,4,3,59,5
4098,1908,753,9,4,1,89,1
4099,1160,291,1,1,2,58,5
4100,1975,18,35,4,3,59,1
4101,1154,347,89,1,2,88,1
4102,731,897,77,4,1,92,3
4103,1624,33,44,5,1,52,4
4104,405,230,21,3,1,67,1
4105,1568,341,10,1,0,55,4
4106,1261,574,54,0,2,75,3
4107,389,73,7,0,1,83,5
4108,1555,839,37,0,3,70,4
4109,1895,735,53,4,0,96,3
4110,1633,219,42,4,2,56,3
4111,1606,893,19,5,3,92,1
4112,2176,177,62,1,2,86,5
4113,1670,410,81,2,1,79,1
4114,1351,699,59,4,3,89,5
4115,2253,726,37,5,1,60,0
4116,2307,812,69,2,1,85,0
4117,982,429,4,5,2,77,1
4118,1947,829,13,5,3,73,4
4119,1543,754,88,1,0,59,5
4120,2385,348,78,4,2,88,2
4121,1712,692,24,1,2,92,0
4122,1177,878,7,5,1,80,2
4123,56,623,45,3,1,100,0
4124,1438,246,42,2,3,51,3
4125,19,39,88,5,1,89,1
4126,1976,571,17,4,3,66,3
4127,1403,694,51,2,0,86,1
4128,566,132,16,1,2,90,2
4129,2246,858,23,5,2,57,1
4130,393,29,62,1,1,80,0
4131,85,825,54,0,1,64,3
4132,1370,733,44,2,3,51,4
4133,1207,142,29,0,3,51,1
4134,1004,110,15,3,2,57,3
4135,1291,36,53,0,0,100,5
4136,2316,88,39,3,2,94,0
4137,2332,641,11,4,3,60,1
4138,294,665,19,3,1,77,1
4139,1404,814,53,5,3,51,2
4140,370,683,36,3,0,87,0
4141,48,592,18,1,2,89,3
4142,2159,529,72,4,0,60,5
4143,2317,282,64,3,2,61,5
4144,1951,770,84,1,2,67,3
4145,2350,87,80,2,1,56,5
4146,2188,269,83,1,1,68,4
4147,696,725,82,2,0,73,0
4148,211,715,83,3,1,83,1
4149,314,648,76,2,2,84,1
4150,2437,452,42,3,2,71,4
4151,177,689,86,0,3,63,4
4152,32,253,68,1,0,81,0
4153,298,643,71,3,2,53,3
4154,2234,467,45,2,1,69,1
4155,175,133,41,5,1,78,3
4156,1060,322,38,1,1,56,1
4157,1575,751,26,0,2,82,3
4158,2306,415,89,5,1,76,5
4159,928,44,89,3,2,89,3
4160,781,520,61,1,2,77,2
4161,2330,617,16,1,0,74,1
4162,409,413,38,1,0,52,5
4163,2161,95,62,3,0,94,3
4164,2009,104,45,4,1,80,1
4165,2341,402,33,2,1,88,1
4166,1459,287,38,2,3,63,5
4167,1977,363,22,4,1,68,2
4168,966,331,69,2,2,60,5
4169,2397,471,1,0,2,53,0
4170,2153,55,28,4,2,93,1
4171,492,693,57,2,2,54,2
4172,997,818,64,2,2,69,5
4173,256,696,54,5,0,68,1
4174,2001,689,37,5,0,80,1
4175,2072,114,10,4,3,76,3
4176,1761,475,75,3,2,72,5
4177,2003,413,34,1,1,72,2
4178,535,754,67,1,2,78,4
4179,84,512,27,0,3,79,4
4180,1603,393,65,3,0,64,2
4181,1904,890,44,0,0,90,4
4182,2422,115,40,1,2,67,0
4183,1470,109,25,4,2,53,2
4184,2317,628,27,3,2,85,4
4185,1885,768,5,5,0,85,2
4186,1278,770,82,5,1,88,3
4187,1513,305,34,1,0,74,2
4188,1107,563,49,0,3,69,4
4189,2163,383,11,1,2,87,5
4190,1918,895,66,5,2,98,1
4191,706,99,24,4,0,89,5
4192,1091,454,30,2,1,72,2
4193,1546,775,9,4,2,90,0
4194,2484,135,64,4,0,90,3
4195,2320,797,5,4,0,91,1
4196,234,354,45,3,1,63,3
4197,1553,697,61,3,2,82,0
4198,346,300,3,0,1,50,1
4199,2082,352,70,4,0,64,1
4200,1176,514,49,4,3,84,0
4201,2073,46,54,5,3,91,3
4202,468,697,47,3,1,91,2
4203,2057,454,35,3,1,62,1
4204,921,166,61,3,2,83,4
4205,807,633,85,5,2,64,5
4206,1765,610,90,2,2,84,2
4207,1183,582,49,1,0,76,3
4208,72,493,44,4,1,67,4
4209,932,76,68,2,3,79,1
4210,2058,480,14,1,2,70,5
4211,1304,135,25,5,3,63,2
4212,1882,99,46,0,2,56,2
4213,880,71,70,1,0,78,4
4214,1879,531,72,3,2,53,3
4215,2132,839,82,1,1,91,1
4216,1511,25,17,5,3,93,3
4217,1627,342,6,1,0,61,5
4218,1818,438,86,4,3,85,1
4219,1487,273,29,5,3,69,4
4220,1905,263,56,0,1,84,0
4221,879,147,13,1,0,52,4
4222,201,193,80,0,0,78,0
4223,2468,414,74,5,2,59,1
4224,513,39,45,1,2,60,2
4225,2403,382,63,2,2,58,2
4226,1905,534,73,5,0,70,3
4227,1766,532,57,5,2,88,2
4228,1828,748,29,2,3,85,1
4229,2105,654,30,0,2,86,0
4230,624,685,54,1,2,71,4
4231,985,58,59,4,3,87,2
4232,1231,541,68,5,2,76,3
4233,1383,608,76,4,0,53,0
4234,2106,353,75,2,1,72,1
4235,1963,912,89,0,2,69,4
4236,717,562,41,5,3,91,2
4237,1567,455,19,2,0,76,4
4238,1951,220,59,0,2,100,3
4239,180,454,54,4,1,91,0
4240,2294,226,48,2,2,58,4
4241,1502,633,12,3,0,80,4
4242,2178,714,85,0,0,99,0
4243,1257,383,74,5,0,68,4
4244,137,918,4,2,1,68,0
4245,884,682,55,2,3,51,3
4246,2171,89,83,0,1,94,0
4247,1060,458,23,3,3,75,4
4248,1036,821,28,5,0,94,4
4249,1759,29,90,3,1,71,1
4250,1447,313,44,3,2,80,3
4251,1394,554,48,3,0,53,2
4252,1881,726,85,3,1,78,5
4253,1035,774,10,5,0,75,5
4254,1277,236,18,5,1,81,5
4255,1786,487,52,3,0,58,0
4256,1723,435,73,2,0,62,1
4257,1707,784,70,5,0,60,1
4258,1010,148,62,3,1,62,3
4259,881,397,55,5,1,87,1
4260,2359,332,71,2,1,76,2
4261,2237,121,65,1,0,66,3
4262,744,657,31,2,1,51,1
4263,313,741,32,1,3,70,0
4264,1262,284,22,2,0,74,4
4265,698,538,40,5,3,54,4
4266,263,701,24,3,1,88,2
4267,1091,324,87,4,3,85,3
4268,2158,908,31,2,1,63,2
4269,827,794,37,5,2,77,3
4270,1241,810,22,0,0,80,0
4271,2269,138,22,3,1,71,4
4272,478,514,44,4,2,91,1
4273,1549,528,19,4,0,85,0
4274,578,472,10,2,0,74,1
4275,2405,741,54,5,1,77,2
4276,2339,55,79,5,3,76,4
4277,109,916,19,1,0,79,2
4278,1878,626,79,1,2,77,3
4279,252,210,80,5,1,82,3
4280,1762,3,59,2,2,50,2
4281,2343,491,4,0,1,66,1
4282,560,764,43,2,2,74,1
4283,855,227,28,1,3,92,0
4284,26,361,75,0,1,78,5
4285,1851,218,82,5,0,93,1
4286,840,105,65,3,2,87,5
4287,1283,169,33,4,3,75,4
4288,1364,694,75,5,0,67,0
4289,718,366,84,0,3,58,2
4290,687,514,67,1,1,94,0
4291,726,478,76,2,0,90,1
4292,1663,29,57,3,1,75,3
4293,1713,510,69,5,3,68,2
4294,760,686,27,2,3,85,3
4295,664,852,25,5,1,89,1
4296,2465,412,22,4,2,73,1
4297,1097,616,60,4,0,57,1
4298,1786,455,59,2,3,77,4
4299,817,364,8,2,1,50,4
4300,1740,81,36,5,0,82,1
4301,1531,19,70,2,1,79,5
4302,628,593,35,2,2,70,1
4303,1721,82,56,3,3,57,1
4304,1282,512,50,5,2,93,3
4305,1180,315,66,3,0,89,1
4306,1823,511,18,4,2,82,5
4307,54,456,90,0,3,85,0
4308,1596,443,48,1,3,98,0
4309,1646,630,28,5,0,79,2
4310,168,60,88,0,2,54,2
4311,1943,499,44,3,2,51,4
4312,1366,208,67,5,0,60,2
4313,1911,776,6,2,0,79,3
4314,437,563,32,3,1,100,4
4315,355,479,67,0,0,100,4
4316,1086,509,42,4,2,94,5
4317,1614,576,47,0,0,76,5
4318,2361,14,55,1,2,61,0
4319,1424,270,28,1,2,73,2
4320,1204,278,48,3,3,75,5
4321,2278,880,14,2,3,70,4
4322,1080,12,5,2,2,94,3
4323,1412,287,81,5,2,87,4
4324,1329,899,28,0,2,66,3
4325,1867,889,65,1,3,74,3
4326,72,699,67,1,3,60,4
4327,1475,430,85,5,3,82,4
4328,305,621,27,4,2,100,2
4329,2440,432,28,2,1,91,2
4330,2078,704,37,0,1,82,1
4331,2200,310,48,0,3,51,4
4332,894,382,31,3,2,68,0
4333,488,596,0,0,2,84,3
4334,135,667,58,1,1,90,3
4335,145,97,79,3,3,94,3
4336,2398,484,84,4,1,54,3
4337,2003,738,85,3,1,53,2
4338,692,156,52,3,0,55,1
4339,2441,658,20,1,0,78,5
4340,142,819,60,0,0,62,0
4341,2208,208,38,0,0,78,5
4342,1366,131,17,0,1,74,2
4343,1318,221,65,3,2,76,3
4344,1002,858,67,5,1,71,4
4345,1470,341,43,1,2,74,2
4346,1336,533,27,2,0,76,4
4347,1170,329,73,4,3,88,0
4348,1981,228,54,3,2,98,2
4349,181,134,51,4,0,100,5
4350,778,354,83,3,2,70,1
4351,815,127,32,3,0,81,4
4352,1952,461,9,3,3,98,2
4353,2200,812,68,0,1,65,0
4354,205,186,84,2,1,64,0
4355,155,571,88,5,1,98,3
4356,1367,370,41,2,1,78,1
4357,112,799,18,2,1,88,1
4358,1228,278,90,1,0,73,1
4359,1341,640,71,2,3,97,5
4360,1083,235,19,5,0,80,3
4361,114,636,65,0,2,66,0
4362,742,358,34,5,0,65,0
4363,1228,39,85,2,1,85,5
4364,1435,214,90,2,0,96,1
4365,2196,52,84,2,1,62,1
4366,365,760,38,3,2,71,2
4367,1576,74,64,2,2,55,5
4368,1877,17,58,1,3,74,0
4369,1103,644,46,4,1,72,3
4370,155,418,12,1,3,55,1
4371,1385,151,11,0,0,59,5
4372,417,460,66,3,1,96,3
4373,1367,205,81,1,2,85,1
4374,1689,471,69,0,2,82,0
4375,1959,551,74,1,2,58,1
4376,373,742,30,4,2,71,3
4377,578,586,11,5,0,98,5
4378,2459,106,1,5,3,77,5
4379,1076,58,75,1,3,80,1
4380,978,815,3,3,2,89,4
4381,1822,673,10,0,1,64,2
4382,272,499,86,3,3,55,1
4383,192,521,80,0,2,81,3
4384,1848,485,69,3,1,75,3
4385,307,363,7,2,3,90,1
4386,2217,484,1,5,0,100,2
4387,2421,752,32,1,0,73,2
4388,1520,688,89,2,0,69,3
4389,2239,417,80,1,0,95,5
4390,929,623,61,4,1,69,1
4391,893,701,63,5,1,68,1
4392,2315,434,31,3,3,83,0
4393,849,493,26,4,1,87,4
4394,673,384,17,3,1,100,4
4395,2457,162,34,4,3,66,2
4396,1457,777,14,0,1,65,4
4397,808,535,14,3,3,76,1
4398,1151,224,40,5,3,53,2
4399,1946,12,65,2,1,87,5
4400,707,23,23,0,3,85,1
4401,1129,16,49,0,0,51,4
4402,1605,841,83,1,1,71,1
4403,1806,28,66,5,3,88,2
4404,180,489,84,5,2,94,5
4405,4,235,17,2,1,75,4
4406,1013,310,19,0,2,90,0
4407,703,466,51,2,3,69,3
4408,178,116,9,5,0,91,3
4409,1839,660,14,4,0,78,1
4410,841,832,35,0,1,100,5
4411,2129,866,17,2,2,58,5
4412,82,676,55,5,2,75,3
4413,2147,444,59,1,2,60,0
4414,1758,267,78,4,3,92,0
4415,1166,133,85,0,1,71,3
4416,459,340,32,3,3,94,5
4417,105,868,71,1,1,72,4
4418,1174,834,30,4,2,73,3
4419,1617,158,36,3,3,75,3
4420,2390,536,37,2,1,57,3
4421,1438,240,88,4,2,98,1
4422,1404,436,58,0,3,77,4
4423,920,332,39,0,0,54,2
4424,1044,735,67,0,3,82,3
4425,678,672,54,3,2,96,1
4426,2454,454,57,2,2,89,2
4427,935,154,1,1,3,95,3
4428,2195,2,21,2,0,96,2
4429,86,121,25,5,3,94,1
4430,750,425,68,1,2,65,2
4431,830,64,68,0,0,73,2
4432,867,302,37,2,3,51,5
4433,1479,369,17,4,1,98,4
4434,602,623,57,2,2,75,4
4435,2490,129,50,2,0,82,4
4436,1262,823,4,1,0,78,2
4437,2138,693,47,5,1,82,3
4438,1307,468,83,1,0,76,4
4439,222,776,80,4,3,90,2
4440,959,291,18,2,0,62,1
4441,1571,631,44,3,3,99,3
4442,184,245,22,5,2,71,2
4443,236,791,61,2,2,87,3
4444,1920,335,52,2,1,63,2
4445,373,538,61,4,0,94,3
4446,51,90,57,0,1,54,3
4447,670,880,71,1,1,75,5
4448,657,379,52,0,2,82,3
4449,505,114,22,4,2,81,4
4450,688,123,57,4,2,95,5
4451,1321,187,14,0,3,57,4
4452,329,585,86,0,0,88,0
4453,1968,514,70,3,3,98,5
4454,1138,780,85,5,2,93,0
4455,2467,376,67,3,0,93,2
4456,2092,278,64,2,2,78,4
4457,1114,386,50,1,1,57,5
4458,1158,557,8,3,1,97,3
4459,900,53,26,2,1,67,1
4460,1021,153,56,3,0,68,5
4461,2112,634,21,1,1,88,1
4462,957,63,29,4,0,83,2
4463,1856,94,87,0,1,71,1
4464,1957,290,46,3,2,66,2
4465,1483,332,35,2,1,53,1
4466,2117,317,49,0,0,73,5
4467,1920,120,18,0,1,73,4
4468,769,162,11,4,0,54,3
4469,44,736,37,3,3,94,5
4470,2237,522,6,1,2,85,0
4471,532,510,83,4,3,99,3
4472,1645,449,4,4,0,53,3
4473,1116,289,50,4,2,79,0
4474,1863,446,0,2,2,86,2
4475,471,423,49,1,1,69,0
4476,1962,1,83,5,0,70,0
4477,1624,874,21,4,2,98,2
4478,954,451,74,1,0,82,2
4479,1141,393,49,5,0,88,5
4480,2019,559,70,0,0,52,2
4481,2274,204,65,0,0,88,5
4482,1116,477,72,5,0,71,4
4483,642,365,54,2,1,63,4
4484,338,518,27,2,0,61,0
4485,470,142,33,1,2,78,2
4486,1091,565,34,4,3,51,3
4487,2185,83,76,1,3,84,4
4488,266,688,25,2,0,100,4
4489,1394,582,66,3,0,75,2
4490,2370,104,73,1,0,75,2
4491,1089,460,5,4,3,95,1
4492,1696,916,41,4,1,98,4
4493,1150,133,52,1,0,66,0
4494,1655,82,87,4,0,50,1
4495,1194,66,4,4,0,89,4
4496,197,27,35,0,3,56,0
4497,2277,310,73,3,2,51,5
4498,1358,173,57,2,1,80,3
4499,1584,772,1,5,2,54,3
4500,2498,270,51,3,1,86,2
4501,1254,677,8,2,1,66,0
4502,2010,759,56,5,3,50,3
4503,1661,561,17,4,2,94,5
4504,1865,72,79,4,1,57,2
4505,55,219,33,4,2,92,3
4506,701,109,68,0,2,100,4
4507,546,384,89,5,0,99,2
4508,287,268,60,5,3,96,1
4509,1865,449,64,3,3,97,1
4510,1684,820,72,0,0,83,3
4511,1324,572,89,4,1,93,3
4512,993,524,72,0,2,72,0
4513,1022,237,12,0,0,68,4
4514,594,74,39,2,1,95,3
4515,904,123,49,2,3,82,3
4516,331,174,24,1,2,99,5
4517,290,847,33,2,3,93,1
4518,1123,454,83,1,3,95,3
4519,629,9,46,3,3,71,3
4520,911,786,89,0,0,98,1
4521,2338,93,88,1,1,77,5
4522,1983,241,8,1,0,88,5
4523,1798,89,24,5,2,81,1
4524,1368,361,58,1,3,95,0
4525,347,208,88,1,2,71,1
4526,1732,168,70,1,1,100,4
4527,1007,574,68,0,0,90,3
4528,1508,343,82,2,0,75,0
4529,1656,186,40,4,1,76,1
4530,1752,131,73,4,3,60,5
4531,1084,737,33,1,2,68,0
4532,2019,477,84,1,2,57,3
4533,123,269,1,4,3,91,2
4534,831,388,38,1,0,50,5
4535,1985,379,32,4,2,76,3
4536,1157,603,47,0,1,50,5
4537,1791,247,63,5,1,55,3
4538,1717,899,74,2,0,64,0
4539,462,218,8,0,2,78,1
4540,2093,667,33,4,3,76,1
4541,1892,793,12,2,1,80,5
4542,415,561,56,3,3,52,1
4543,809,264,46,1,3,56,3
4544,484,545,72,4,2,58,4
4545,2185,299,74,4,2,100,4
4546,1383,209,12,1,2,84,1
4547,1407,654,55,5,3,98,0
4548,1106,559,65,1,0,99,3
4549,1602,693,61,4,0,94,0
4550,1809,914,66,2,3,85,1
4551,2185,860,62,1,1,55,3
4552,1420,530,11,3,3,88,3
4553,133,619,87,4,3,61,3
4554,2047,163,35,2,2,97,3
4555,2488,879,67,2,2,59,5
4556,1010,256,2,3,1,64,1
4557,112,844,30,0,0,95,2
4558,2022,352,39,1,1,61,0
4559,2430,913,10,5,3,84,2
4560,1695,637,0,5,2,55,5
4561,1057,772,45,2,1,99,1
4562,2210,19,41,3,0,79,4
4563,1206,883,1,1,2,91,2
4564,2215,595,10,3,2,60,5
4565,918,573,53,3,2,98,1
4566,20,277,88,4,0,92,1
4567,2097,429,70,3,1,60,0
4568,2377,37,34,1,0,77,5
4569,836,100,30,4,0,99,5
4570,1198,43,11,0,0,66,1
4571,1478,323,8,1,3,84,1
4572,828,82,39,1,3,84,0
4573,1813,184,0,0,1,67,3
4574,2077,412,16,4,1,68,1
4575,487,855,0,0,2,79,2
4576,1833,120,36,4,0,96,3
4577,10,244,70,2,2,80,1
4578,1581,510,40,2,1,66,2
4579,2174,377,12,0,2,68,4
4580,2162,28,37,2,3,86,1
4581,1827,561,62,0,3,70,5
4582,1429,143,28,2,2,56,4
4583,2444,826,83,2,1,78,0
4584,671,439,58,4,0,85,2
4585,1526,579,71,1,0,66,1
4586,1365,256,64,4,2,65,3
4587,1012,7,27,5,3,80,3
4588,2032,913,11,0,0,58,5
4589,69,40,49,1,0,57,0
4590,2111,545,59,4,2,96,4
4591,609,514,36,0,2,52,0
4592,495,1,32,3,3,99,4
4593,131,473,87,5,0,83,1
4594,2100,220,7,3,0,85,1
4595,1042,614,68,3,3,50,5
4596,1099,827,55,2,3,98,2
4597,126,495,53,5,3,74,2
4598,2414,700,78,0,1,83,1
4599,1658,42,4,0,2,61,5
4600,578,360,79,5,0,92,2
4601,635,157,7,4,0,66,1
4602,1639,698,8,0,0,72,3
4603,219,66,43,4,1,94,4
4604,394,667,59,2,0,90,4
4605,2065,646,37,4,1,99,3
4606,2158,271,31,5,0,78,3
4607,1834,393,40,5,2,65,4
4608,2033,183,0,4,0,81,1
4609,684,475,75,2,0,52,4
4610,423,485,67,5,1,56,5
4611,1351,471,21,2,0,84,0
4612,1846,73,8,2,0,84,5
4613,703,315,54,2,3,79,1
4614,916,789,0,5,2,78,5
4615,2172,641,80,4,3,58,1
4616,1360,900,11,2,1,82,0
4617,2090,688,56,0,1,60,5
4618,567,484,69,4,2,55,2
4619,591,16,67,4,0,71,4
4620,2189,655,30,0,1,66,3
4621,1811,427,43,3,2,67,2
4622,2052,311,14,3,0,82,5
4623,1691,406,73,3,1,69,5
4624,1546,795,87,3,3,64,4
4625,1829,693,66,1,3,92,3
4626,1132,30,9,1,1,81,5
4627,2383,266,48,3,2,70,0
4628,318,264,72,4,3,82,2
4629,957,863,1,2,3,83,3
4630,1148,919,71,4,2,61,5
4631,589,168,42,1,1,54,4
4632,521,499,62,0,3,88,5
4633,2081,367,17,2,2,57,4
4634,2228,737,57,1,0,53,0
4635,469,403,27,4,3,74,0
4636,552,257,41,1,2,69,3
4637,1508,596,48,1,3,59,5
4638,1985,485,57,3,0,80,4
4639,1055,509,4,5,0,66,5
4640,653,702,28,1,3,80,5
4641,331,791,16,4,2,98,1
4642,669,374,59,5,3,100,2
4643,694,874,52,0,0,58,2
4644,2432,63,70,1,3,73,1
4645,1402,415,37,0,2,52,0
4646,550,453,74,0,0,53,2
