EventID,MatchID,PlayerID,EventType,Minute
7903,1227,361,Red Card,67
7904,579,691,Substitution,82
7905,1197,367,Injury,43
7906,1100,148,Yellow Card,60
7907,1712,916,Offside,49
7908,1020,536,Red Card,3
7909,2281,735,Red Card,56
7910,615,501,Red Card,31
7911,668,262,Offside,65
7912,2120,553,Injury,59
7913,1678,164,Injury,12
7914,122,366,Yellow Card,75
7915,2301,788,Substitution,71
7916,481,187,Substitution,60
7917,633,177,Yellow Card,22
7918,1595,275,Red Card,80
7919,2180,54,Offside,83
7920,2370,235,Yellow Card,39
7921,249,544,Offside,45
7922,209,717,Substitution,86
7923,1808,271,Injury,30
7924,685,631,Yellow Card,78
7925,1172,786,Injury,72
7926,596,649,Yellow Card,72
7927,2056,741,Red Card,62
7928,1961,12,Injury,79
7929,1186,791,Substitution,50
7930,1500,659,Yellow Card,35
7931,1797,140,Substitution,58
7932,499,541,Injury,25
7933,2076,859,Substitution,13
7934,927,672,Red Card,68
7935,1484,523,Substitution,57
7936,1598,194,Yellow Card,64
7937,1550,259,Injury,4
7938,2354,278,Yellow Card,60
7939,1183,900,Red Card,64
7940,22,270,Yellow Card,16
7941,1975,477,Injury,76
7942,1293,412,Yellow Card,88
7943,382,457,Red Card,50
7944,123,182,Offside,52
7945,1483,280,Substitution,15
7946,1205,577,Substitution,48
7947,150,318,Yellow Card,4
7948,531,37,Injury,34
7949,2285,567,Offside,31
7950,556,864,Red Card,9
7951,142,798,Substitution,83
7952,2421,660,Injury,39
7953,2314,166,Offside,19
7954,749,572,Offside,29
7955,1826,397,Injury,9
7956,228,668,Red Card,66
7957,1335,530,Offside,64
7958,2266,106,Substitution,29
7959,530,722,Offside,61
7960,322,744,Injury,57
7961,1582,545,Offside,85
7962,382,416,Injury,27
7963,984,125,Red Card,13
7964,913,569,Red Card,49
7965,131,103,Substitution,85
7966,2072,148,Red Card,13
7967,2290,541,Yellow Card,28
7968,486,644,Offside,64
7969,512,203,Injury,45
7970,2092,524,Injury,59
7971,783,660,Injury,15
7972,1431,531,Offside,86
7973,1857,184,Substitution,72
7974,340,569,Red Card,73
7975,1624,343,Substitution,33
7976,829,689,Substitution,16
7977,343,143,Injury,52
7978,409,598,Injury,81
7979,456,563,Yellow Card,89
7980,274,272,Offside,71
7981,649,779,Offside,35
7982,1241,435,Injury,60
7983,1546,384,Injury,33
7984,1370,52,Offside,7
7985,2303,498,Red Card,75
7986,1667,521,Yellow Card,61
7987,2091,157,Red Card,21
7988,2005,403,Offside,70
7989,2437,448,Injury,8
7990,1511,702,Offside,49
7991,1481,379,Offside,41
7992,296,749,Substitution,88
7993,1593,620,Red Card,83
7994,1708,74,Red Card,63
7995,453,78,Yellow Card,55
7996,1064,660,Injury,1
7997,1712,675,Offside,49
7998,295,147,Offside,22
7999,1026,5,Yellow Card,12
8000,106,299,Offside,81
8001,1448,371,Substitution,31
8002,1795,701,Red Card,72
8003,1415,585,Red Card,68
8004,2178,217,Substitution,79
8005,2313,543,Injury,82
8006,341,826,Injury,24
8007,541,738,Injury,76
8008,283,906,Offside,63
8009,2355,829,Substitution,88
8010,1749,607,Yellow Card,78
8011,1475,363,Offside,89
8012,1136,570,Red Card,3
8013,2016,46,Injury,31
8014,1949,315,Injury,73
8015,1916,111,Substitution,90
8016,269,449,Offside,34
8017,1760,118,Red Card,34
8018,1256,527,Substitution,80
8019,773,258,Injury,41
8020,1636,521,Injury,40
8021,403,691,Yellow Card,86
8022,1472,858,Yellow Card,69
8023,1749,677,Offside,80
8024,2318,43,Red Card,75
8025,265,627,Substitution,39
8026,1841,705,Offside,83
8027,1788,773,Substitution,76
8028,693,76,Yellow Card,70
8029,1183,643,Substitution,78
8030,567,794,Injury,9
8031,2419,755,Injury,87
8032,170,156,Yellow Card,3
8033,1144,391,Yellow Card,46
8034,2122,45,Yellow Card,2
8035,1310,413,Yellow Card,55
8036,511,521,Red Card,77
8037,2101,312,Substitution,57
8038,2413,203,Injury,14
8039,2131,365,Yellow Card,18
8040,2102,125,Red Card,16
8041,1785,64,Red Card,73
8042,171,663,Substitution,48
8043,1664,383,Yellow Card,32
8044,302,201,Red Card,83
8045,1529,654,Injury,35
8046,1628,251,Substitution,44
8047,2326,47,Substitution,25
8048,1387,231,Red Card,16
8049,1328,689,Red Card,5
8050,1865,423,Red Card,37
8051,2462,151,Yellow Card,35
8052,1846,663,Substitution,32
8053,2472,761,Offside,36
8054,1924,304,Yellow Card,44
8055,413,179,Yellow Card,6
8056,2277,562,Injury,76
8057,518,393,Offside,55
8058,70,467,Yellow Card,26
8059,462,786,Injury,53
8060,2348,475,Red Card,31
8061,1932,498,Red Card,48
8062,1539,300,Substitution,66
8063,1715,744,Offside,25
8064,2002,594,Injury,70
8065,2063,410,Injury,72
8066,848,861,Offside,38
8067,2322,864,Substitution,2
8068,2311,804,Substitution,87
8069,140,141,Substitution,11
8070,1706,596,Injury,66
8071,849,127,Substitution,48
8072,136,450,Red Card,9
8073,712,371,Injury,51
8074,1505,870,Offside,50
8075,320,45,Injury,20
8076,1294,514,Injury,36
8077,253,314,Substitution,63
8078,2398,134,Red Card,30
8079,1718,88,Offside,27
8080,1773,336,Yellow Card,19
8081,2138,274,Yellow Card,28
8082,2412,719,Red Card,30
8083,170,70,Red Card,37
8084,1026,497,Injury,58
8085,518,747,Substitution,25
8086,867,132,Substitution,25
8087,816,376,Offside,22
8088,20,520,Red Card,41
8089,1984,452,Substitution,60
8090,147,691,Injury,18
8091,373,905,Injury,36
8092,810,398,Red Card,29
8093,1434,637,Injury,90
8094,762,273,Injury,69
8095,2476,105,Injury,21
8096,680,773,Offside,54
8097,1582,655,Offside,46
8098,139,40,Injury,8
8099,277,653,Red Card,23
8100,928,155,Red Card,53
8101,2444,710,Yellow Card,53
8102,1539,865,Offside,88
8103,121,681,Yellow Card,29
8104,1403,112,Injury,47
8105,668,80,Substitution,90
8106,407,510,Yellow Card,42
8107,1226,179,Red Card,63
8108,1886,425,Yellow Card,60
8109,2239,877,Offside,50
8110,272,454,Yellow Card,29
8111,1089,143,Offside,58
8112,1001,843,Substitution,32
8113,1096,56,Yellow Card,90
8114,2285,149,Substitution,4
8115,2262,680,Injury,2
8116,2024,554,Red Card,4
8117,469,592,Injury,7
8118,2301,356,Yellow Card,76
8119,763,161,Substitution,81
8120,884,899,Injury,55
8121,1909,45,Substitution,88
8122,411,471,Substitution,22
8123,1592,730,Offside,4
8124,2409,151,Injury,5
8125,1967,387,Substitution,62
8126,1259,105,Substitution,34
8127,797,94,Red Card,11
8128,2333,872,Red Card,3
8129,2400,500,Red Card,83
8130,1152,693,Offside,45
8131,401,133,Substitution,32
8132,1449,492,Substitution,41
8133,415,522,Injury,22
8134,1045,914,Injury,89
8135,2446,799,Yellow Card,48
8136,1195,448,Substitution,6
8137,1731,704,Yellow Card,90
8138,392,34,Red Card,17
8139,1191,676,Substitution,30
8140,793,280,Red Card,31
8141,1788,57,Yellow Card,49
8142,1789,207,Red Card,13
8143,1273,384,Yellow Card,34
8144,2334,198,Injury,28
8145,2480,768,Offside,87
8146,2090,216,Yellow Card,36
8147,1352,840,Injury,34
8148,499,169,Substitution,24
8149,1637,37,Offside,8
8150,146,64,Yellow Card,30
8151,290,865,Yellow Card,82
8152,793,846,Injury,56
8153,1695,3,Substitution,19
8154,2050,299,Red Card,20
8155,390,319,Offside,43
8156,416,227,Offside,55
8157,379,302,Injury,63
8158,277,151,Substitution,22
8159,1471,396,Substitution,79
8160,515,659,Injury,83
8161,469,314,Offside,48
8162,1794,26,Injury,13
8163,697,894,Red Card,82
8164,1373,767,Substitution,6
8165,1854,294,Red Card,70
8166,280,889,Yellow Card,79
8167,1333,280,Yellow Card,67
8168,2069,727,Injury,65
8169,196,11,Offside,10
8170,530,587,Yellow Card,38
8171,1742,436,Yellow Card,81
8172,902,579,Red Card,73
8173,1245,803,Red Card,89
8174,1585,703,Substitution,77
8175,2048,844,Red Card,11
8176,2384,651,Yellow Card,62
8177,349,384,Injury,34
8178,2467,585,Red Card,34
8179,948,857,Yellow Card,57
8180,846,478,Offside,20
8181,1149,208,Injury,33
8182,411,230,Injury,47
8183,1420,595,Injury,69
8184,665,867,Substitution,14
8185,860,892,Offside,36
8186,937,103,Injury,38
8187,1233,469,Offside,78
8188,1214,199,Red Card,56
8189,1758,793,Injury,33
8190,997,489,Injury,6
8191,680,323,Substitution,90
8192,604,739,Substitution,32
8193,566,668,Injury,65
8194,1620,398,Red Card,32
8195,695,673,Yellow Card,86
8196,1900,151,Red Card,79
8197,785,277,Red Card,80
8198,1403,836,Injury,32
8199,1691,417,Yellow Card,61
8200,1364,91,Substitution,53
8201,1584,723,Substitution,70
8202,1845,188,Red Card,86
8203,1416,667,Substitution,47
8204,1600,188,Red Card,21
8205,1388,504,Red Card,33
8206,1422,265,Substitution,18
8207,451,712,Substitution,78
8208,2212,118,Yellow Card,56
8209,774,590,Substitution,16
8210,433,680,Yellow Card,77
8211,1938,803,Offside,48
8212,458,2,Injury,34
8213,2087,807,Injury,22
8214,2410,793,Red Card,17
8215,2304,546,Substitution,74
8216,311,373,Substitution,69
8217,2102,776,Injury,22
8218,216,294,Injury,3
8219,1117,525,Yellow Card,90
8220,47,208,Red Card,79
8221,734,629,Yellow Card,20
8222,1118,156,Yellow Card,64
8223,971,343,Injury,60
8224,1892,667,Yellow Card,16
8225,197,386,Red Card,47
8226,2182,772,Injury,43
8227,389,646,Injury,13
8228,66,847,Red Card,23
8229,881,549,Injury,2
8230,1079,161,Offside,45
8231,328,411,Red Card,35
8232,1072,385,Yellow Card,70
8233,1811,477,Red Card,84
8234,124,813,Red Card,46
8235,989,53,Injury,39
8236,1909,546,Substitution,85
8237,986,278,Red Card,44
8238,1234,559,Red Card,30
8239,409,75,Yellow Card,10
8240,1825,471,Injury,32
8241,1292,589,Injury,23
8242,365,674,Offside,74
8243,1861,585,Substitution,40
8244,2013,689,Offside,35
8245,2359,525,Injury,30
8246,661,324,Yellow Card,66
8247,1015,232,Yellow Card,20
8248,223,390,Red Card,14
8249,1446,182,Offside,47
8250,212,429,Injury,36
8251,1591,808,Injury,61
8252,60,516,Red Card,80
8253,454,753,Yellow Card,42
8254,904,893,Offside,61
8255,498,371,Substitution,21
8256,866,507,Offside,10
8257,2257,75,Red Card,50
8258,2357,318,Yellow Card,73
8259,2374,440,Yellow Card,11
8260,1349,296,Yellow Card,58
8261,2216,499,Yellow Card,22
8262,1368,246,Substitution,82
8263,775,517,Offside,57
8264,1347,273,Injury,73
8265,1978,57,Injury,28
8266,260,896,Red Card,70
8267,1562,686,Injury,52
8268,241,485,Offside,76
8269,1964,298,Red Card,2
8270,1375,347,Red Card,41
8271,2095,296,Substitution,3
8272,2246,326,Injury,1
8273,1377,530,Offside,77
8274,420,845,Offside,7
8275,1710,186,Offside,21
8276,2044,847,Yellow Card,87
8277,1451,716,Substitution,38
8278,744,766,Substitution,38
8279,2149,460,Yellow Card,82
8280,837,512,Red Card,87
8281,2310,123,Substitution,14
8282,29,467,Yellow Card,56
8283,1021,750,Substitution,17
8284,1226,729,Offside,19
8285,1603,495,Injury,6
8286,1259,557,Injury,46
8287,620,424,Red Card,44
8288,471,364,Substitution,1
8289,2430,639,Offside,67
8290,1402,811,Injury,68
8291,1360,230,Offside,63
8292,1093,651,Yellow Card,67
8293,818,74,Offside,36
8294,1010,820,Offside,44
8295,826,41,Substitution,64
8296,1865,54,Offside,41
8297,2224,377,Yellow Card,32
8298,498,908,Injury,9
8299,1423,137,Injury,19
8300,2412,806,Yellow Card,26
8301,1966,225,Injury,57
8302,1171,220,Red Card,59
8303,408,158,Red Card,63
8304,1666,271,Red Card,45
8305,1451,232,Yellow Card,69
8306,1628,295,Substitution,8
8307,69,449,Substitution,54
8308,2282,307,Substitution,10
8309,2449,575,Offside,2
8310,1124,405,Injury,51
8311,1976,301,Red Card,45
8312,714,443,Red Card,80
8313,529,381,Yellow Card,32
8314,588,776,Red Card,20
8315,483,280,Red Card,11
8316,2496,19,Substitution,7
8317,1977,378,Injury,84
8318,1653,279,Injury,33
8319,283,238,Injury,31
8320,987,133,Substitution,59
8321,2210,627,Yellow Card,40
8322,1018,453,Yellow Card,32
8323,1140,56,Injury,23
8324,42,390,Injury,46
8325,2393,446,Red Card,27
8326,2446,248,Red Card,77
8327,975,69,Red Card,20
8328,927,780,Red Card,74
8329,1107,563,Injury,87
8330,2046,577,Substitution,41
8331,1935,746,Offside,73
8332,256,402,Offside,10
8333,397,743,Offside,14
8334,1719,111,Offside,14
8335,1966,436,Offside,9
8336,314,735,Offside,39
8337,2442,92,Injury,81
8338,540,237,Substitution,11
8339,771,767,Offside,68
8340,50,749,Red Card,20
8341,2430,919,Yellow Card,24
8342,2320,813,Injury,58
8343,1501,310,Yellow Card,87
8344,2324,875,Substitution,39
8345,2089,772,Substitution,72
8346,1702,715,Red Card,78
8347,1555,659,Substitution,61
8348,823,276,Substitution,50
8349,2463,631,Yellow Card,23
8350,26,671,Substitution,61
8351,1509,236,Red Card,55
8352,148,707,Offside,59
8353,1417,458,Red Card,57
8354,2194,584,Yellow Card,3
8355,946,892,Injury,72
8356,2318,101,Injury,54
8357,217,97,Red Card,7
8358,1410,817,Injury,69
8359,580,214,Injury,83
8360,1664,196,Red Card,58
8361,299,10,Yellow Card,12
8362,820,773,Yellow Card,45
8363,1277,588,Offside,68
8364,2295,868,Injury,29
8365,326,760,Substitution,8
8366,2028,682,Yellow Card,67
8367,2243,476,Yellow Card,3
8368,1060,468,Injury,7
8369,598,16,Injury,6
8370,1650,858,Injury,73
8371,107,375,Yellow Card,30
8372,673,359,Yellow Card,20
8373,2012,895,Offside,23
8374,2462,418,Yellow Card,39
8375,1367,647,Red Card,32
8376,476,747,Injury,38
8377,973,58,Injury,74
8378,156,200,Yellow Card,85
8379,608,687,Yellow Card,89
8380,270,657,Offside,10
8381,2064,386,Offside,70
8382,2244,355,Injury,19
8383,52,399,Substitution,48
8384,2290,497,Offside,57
8385,26,77,Injury,61
8386,1150,653,Injury,27
8387,1760,21,Injury,46
8388,706,344,Red Card,57
8389,1170,905,Red Card,34
8390,174,134,Injury,5
8391,1673,538,Substitution,52
8392,1150,747,Injury,74
8393,80,458,Injury,12
8394,785,40,Injury,28
8395,2232,341,Yellow Card,50
8396,1072,307,Offside,69
8397,549,31,Yellow Card,66
8398,683,51,Injury,45
8399,775,331,Red Card,35
8400,741,75,Injury,31
8401,2004,18,Red Card,52
8402,2380,393,Red Card,72
8403,1933,62,Substitution,45
8404,2475,619,Yellow Card,37
8405,1973,901,Injury,59
8406,688,755,Substitution,26
8407,1730,81,Offside,83
8408,1037,55,Red Card,54
8409,352,713,Red Card,62
8410,1697,712,Injury,4
8411,1407,524,Offside,42
8412,1222,840,Injury,75
8413,1654,231,Red Card,72
8414,133,729,Red Card,42
8415,1203,469,Substitution,1
8416,1166,749,Red Card,18
8417,586,98,Red Card,76
8418,638,907,Red Card,83
8419,1489,534,Yellow Card,52
8420,1218,145,Injury,59
8421,526,382,Injury,43
8422,1029,848,Offside,72
8423,2269,362,Substitution,11
8424,808,882,Substitution,64
8425,248,378,Injury,44
8426,1914,330,Offside,71
8427,409,305,Red Card,26
8428,2083,890,Injury,23
8429,5,526,Yellow Card,58
8430,13,609,Injury,31
8431,1239,440,Injury,74
8432,1335,271,Injury,23
8433,746,185,Red Card,1
8434,1066,833,Injury,80
8435,1332,639,Substitution,78
8436,1946,635,Red Card,55
8437,829,689,Red Card,56
8438,1400,785,Injury,12
8439,277,800,Injury,76
8440,1504,349,Red Card,13
8441,88,600,Red Card,76
8442,1290,624,Red Card,16
8443,792,576,Injury,80
8444,682,431,Injury,84
8445,1061,272,Red Card,30
8446,1049,499,Yellow Card,37
8447,933,233,Injury,8
8448,1359,340,Red Card,81
8449,22,118,Injury,59
8450,2142,565,Red Card,35
8451,374,825,Red Card,4
8452,1209,202,Offside,76
8453,1797,869,Offside,81
8454,219,566,Substitution,45
8455,1322,327,Offside,19
8456,262,67,Injury,53
8457,538,440,Injury,25
8458,1286,452,Injury,8
8459,1030,724,Red Card,5
8460,146,296,Yellow Card,41
8461,996,11,Red Card,64
8462,764,547,Offside,86
8463,156,622,Red Card,23
8464,1648,21,Substitution,61
8465,477,471,Red Card,27
8466,1708,45,Injury,31
8467,1584,797,Offside,67
8468,1085,409,Injury,21
8469,1492,446,Substitution,30
8470,393,407,Substitution,26
8471,1348,629,Substitution,23
8472,503,577,Substitution,63
8473,1237,21,Offside,22
8474,235,779,Yellow Card,76
8475,1411,908,Yellow Card,42
8476,356,614,Injury,85
8477,437,98,Injury,79
8478,1215,92,Offside,51
8479,1420,226,Injury,57
8480,1651,566,Yellow Card,18
8481,228,1,Injury,25
8482,2141,388,Substitution,62
8483,793,364,Offside,4
8484,733,520,Red Card,65
8485,2477,198,Offside,26
8486,2000,116,Yellow Card,15
8487,1719,734,Injury,73
8488,663,577,Substitution,41
8489,161,492,Injury,48
8490,2465,448,Injury,26
8491,1307,730,Yellow Card,9
8492,195,94,Offside,84
8493,976,602,Offside,56
8494,1442,1,Substitution,86
8495,1285,195,Red Card,87
8496,1877,644,Yellow Card,85
8497,1200,892,Injury,79
8498,2375,360,Yellow Card,64
8499,30,771,Substitution,16
8500,2217,848,Red Card,27
8501,2063,699,Red Card,13
8502,1781,521,Yellow Card,54
8503,1663,422,Substitution,63
8504,1992,532,Injury,6
8505,744,75,Yellow Card,22
8506,2438,482,Offside,47
8507,1405,672,Red Card,48
8508,1123,839,Substitution,80
8509,1281,820,Offside,50
8510,1904,724,Yellow Card,74
8511,1077,49,Yellow Card,62
8512,207,698,Offside,58
8513,122,697,Yellow Card,29
8514,2392,479,Injury,9
8515,1514,421,Yellow Card,35
8516,136,889,Red Card,37
8517,315,727,Red Card,17
8518,1086,845,Offside,23
8519,2091,735,Substitution,57
8520,920,853,Substitution,9
8521,570,33,Yellow Card,62
8522,1551,811,Yellow Card,53
8523,1706,366,Offside,54
8524,2400,293,Red Card,25
8525,532,781,Yellow Card,76
8526,1926,843,Substitution,13
8527,2327,34,Offside,35
8528,598,840,Offside,47
8529,782,527,Red Card,19
8530,2093,173,Offside,60
8531,2210,31,Injury,54
8532,2303,662,Offside,71
8533,2099,104,Offside,13
8534,457,395,Offside,16
8535,192,588,Yellow Card,77
8536,2120,203,Injury,89
8537,275,688,Yellow Card,62
8538,1075,596,Yellow Card,25
8539,159,595,Substitution,82
8540,1281,42,Substitution,74
8541,1382,654,Yellow Card,78
8542,893,849,Injury,56
8543,339,41,Substitution,89
8544,660,111,Yellow Card,17
8545,1339,311,Red Card,48
8546,490,404,Red Card,42
8547,1732,877,Offside,22
8548,537,530,Substitution,62
8549,1215,543,Yellow Card,66
8550,976,253,Injury,24
8551,760,464,Red Card,13
8552,1720,891,Yellow Card,63
8553,60,48,Offside,23
8554,188,549,Injury,34
8555,1122,189,Yellow Card,39
8556,787,724,Offside,87
8557,1469,913,Red Card,22
8558,577,220,Offside,56
8559,2343,300,Injury,57
8560,1114,13,Substitution,28
8561,1670,511,Substitution,75
8562,1617,899,Injury,62
8563,762,610,Yellow Card,8
8564,2182,715,Substitution,89
8565,858,26,Substitution,23
8566,2093,138,Injury,26
8567,1462,731,Offside,87
8568,13,182,Red Card,56
8569,593,546,Yellow Card,64
8570,1734,322,Yellow Card,11
8571,903,690,Red Card,61
8572,162,517,Yellow Card,87
8573,1975,134,Injury,35
8574,966,354,Offside,81
8575,2045,864,Yellow Card,77
8576,1151,56,Offside,26
8577,153,268,Offside,30
8578,658,378,Substitution,40
8579,119,195,Red Card,68
8580,723,421,Offside,31
8581,1308,329,Offside,37
8582,493,235,Injury,70
8583,1385,624,Injury,9
8584,590,202,Injury,11
8585,166,252,Yellow Card,70
8586,215,280,Red Card,56
8587,1503,496,Red Card,7
8588,2240,786,Offside,5
8589,1329,514,Yellow Card,9
8590,378,693,Offside,48
8591,1284,163,Yellow Card,15
8592,1193,881,Red Card,38
8593,1543,891,Injury,31
8594,1041,29,Yellow Card,84
8595,2039,588,Substitution,19
8596,294,387,Red Card,74
8597,1620,850,Yellow Card,85
8598,1891,284,Offside,84
8599,595,294,Offside,19
8600,1611,294,Offside,33
8601,1604,745,Substitution,8
8602,2039,442,Offside,62
8603,2259,423,Red Card,32
8604,1135,764,Substitution,58
8605,1201,907,Injury,33
8606,1028,265,Substitution,15
8607,294,516,Substitution,14
8608,1537,549,Injury,2
8609,1465,138,Yellow Card,31
8610,37,377,Injury,83
8611,1641,383,Yellow Card,34
8612,972,570,Injury,36
8613,613,434,Yellow Card,57
8614,44,403,Injury,18
8615,825,557,Yellow Card,40
8616,2280,44,Yellow Card,38
8617,870,913,Red Card,89
8618,316,500,Injury,4
8619,2085,885,Red Card,9
8620,264,483,Yellow Card,16
8621,401,503,Substitution,52
8622,2235,612,Yellow Card,24
8623,2274,13,Red Card,23
8624,1758,22,Substitution,34
8625,820,796,Yellow Card,7
8626,622,2,Red Card,86
8627,119,638,Injury,58
8628,1539,777,Injury,28
8629,2300,286,Offside,10
8630,1946,82,Offside,53
8631,1654,56,Red Card,69
8632,1326,635,Red Card,44
8633,1205,102,Substitution,26
8634,1114,708,Red Card,32
8635,1508,133,Offside,28
8636,1810,129,Red Card,11
8637,312,417,Red Card,52
8638,2030,823,Injury,87
8639,427,171,Red Card,46
8640,2034,544,Yellow Card,32
8641,1722,28,Red Card,60
8642,1427,865,Red Card,11
8643,364,142,Substitution,46
8644,135,118,Yellow Card,29
8645,1885,393,Injury,84
8646,80,288,Yellow Card,7
8647,973,512,Injury,33
8648,2039,543,Red Card,69
8649,1977,653,Offside,18
8650,1769,530,Substitution,11
8651,800,393,Injury,75
8652,1803,832,Red Card,49
8653,1757,62,Offside,67
8654,1705,866,Offside,20
8655,1980,856,Red Card,32
8656,2046,233,Substitution,84
8657,57,174,Offside,21
8658,811,676,Yellow Card,65
8659,1774,727,Red Card,68
8660,858,725,Substitution,27
8661,398,136,Offside,86
8662,1361,590,Substitution,81
8663,2419,182,Yellow Card,59
8664,809,291,Yellow Card,45
8665,1977,633,Substitution,23
8666,1073,513,Substitution,85
8667,1036,344,Injury,68
8668,1201,798,Substitution,5
8669,1830,78,Red Card,47
8670,720,860,Substitution,78
8671,418,828,Offside,71
8672,567,115,Injury,21
8673,2040,582,Injury,40
8674,1452,482,Offside,29
8675,559,890,Red Card,1
8676,1007,488,Offside,34
8677,307,443,Substitution,71
8678,135,300,Red Card,79
8679,1428,301,Red Card,8
8680,1276,207,Red Card,11
8681,1894,678,Red Card,22
8682,993,656,Offside,38
8683,1043,634,Injury,36
8684,2436,586,Yellow Card,17
8685,24,42,Substitution,61
8686,1866,882,Offside,43
8687,875,61,Substitution,54
8688,295,249,Yellow Card,83
8689,364,191,Offside,21
8690,2014,740,Injury,23
8691,298,793,Substitution,24
8692,1902,273,Yellow Card,3
8693,1234,212,Yellow Card,75
8694,2196,354,Yellow Card,38
8695,508,347,Injury,55
8696,1730,172,Injury,6
8697,1833,627,Yellow Card,45
8698,216,694,Offside,25
8699,2245,17,Substitution,90
8700,1852,594,Injury,4
8701,1662,886,Injury,87
8702,504,578,Red Card,7
8703,1255,234,Substitution,84
8704,2072,612,Substitution,47
8705,1787,146,Yellow Card,20
8706,463,296,Yellow Card,20
8707,90,326,Substitution,90
8708,1903,649,Offside,28
8709,672,622,Offside,30
8710,1882,237,Injury,76
8711,434,730,Injury,69
8712,623,849,Offside,85
8713,1892,654,Substitution,82
8714,1095,629,Yellow Card,28
8715,929,377,Yellow Card,47
8716,747,318,Offside,51
8717,1612,103,Injury,37
8718,2469,540,Yellow Card,33
8719,293,857,Substitution,7
8720,1713,476,Injury,10
8721,1613,117,Offside,88
8722,1754,314,Injury,51
8723,1884,838,Offside,24
8724,1973,153,Offside,12
8725,2049,521,Red Card,10
8726,2300,664,Red Card,29
8727,493,14,Offside,63
8728,1924,755,Offside,78
8729,1882,878,Yellow Card,22
8730,1204,713,Injury,67
8731,2112,560,Injury,47
8732,1824,372,Injury,18
8733,1440,92,Injury,83
8734,2487,802,Red Card,34
8735,1789,601,Substitution,45
8736,974,354,Yellow Card,56
8737,1589,462,Yellow Card,67
8738,747,795,Offside,7
8739,1681,527,Injury,28
8740,2040,120,Red Card,63
8741,2304,49,Yellow Card,76
8742,1458,581,Injury,37
8743,2381,496,Injury,25
8744,84,171,Injury,46
8745,1955,708,Red Card,36
8746,1594,230,Substitution,17
8747,1630,797,Injury,57
8748,1931,254,Substitution,78
8749,396,895,Injury,76
8750,2064,905,Yellow Card,44
8751,27,678,Injury,44
8752,80,68,Substitution,3
8753,1973,93,Injury,38
8754,2093,135,Injury,12
8755,2026,228,Offside,64
8756,1431,277,Offside,35
8757,795,34,Offside,30
8758,337,847,Substitution,50
8759,796,847,Injury,11
8760,670,848,Offside,31
8761,1160,171,Substitution,69
8762,1271,426,Substitution,76
8763,1899,48,Injury,47
8764,668,727,Red Card,43
8765,1424,285,Yellow Card,1
8766,1545,368,Injury,14
8767,1475,531,Offside,59
8768,496,185,Injury,11
8769,387,163,Injury,58
8770,636,48,Offside,86
8771,2063,380,Substitution,85
8772,1459,120,Red Card,10
8773,557,865,Red Card,89
8774,1114,624,Red Card,86
8775,2307,62,Offside,31
8776,1945,841,Injury,15
8777,781,277,Yellow Card,34
8778,561,855,Red Card,9
8779,2074,237,Yellow Card,90
8780,985,9,Substitution,70
8781,906,384,Yellow Card,60
8782,2223,512,Substitution,57
8783,1834,859,Substitution,27
8784,445,875,Injury,63
8785,582,148,Red Card,46
8786,646,78,Yellow Card,28
8787,1761,152,Offside,19
8788,1571,535,Yellow Card,85
8789,2269,429,Yellow Card,41
8790,1074,858,Injury,19
8791,1173,342,Yellow Card,3
8792,1180,780,Red Card,4
8793,88,392,Yellow Card,34
8794,2260,815,Red Card,67
8795,153,368,Offside,7
8796,425,184,Injury,87
8797,2239,297,Red Card,30
8798,74,539,Injury,23
8799,1169,850,Injury,48
8800,1987,827,Offside,35
8801,415,878,Substitution,23
8802,2265,607,Red Card,31
8803,2113,372,Red Card,67
8804,2451,74,Yellow Card,44
8805,1754,900,Yellow Card,75
8806,475,10,Injury,11
8807,479,673,Yellow Card,82
8808,1470,217,Red Card,34
8809,8,560,Offside,87
8810,1702,291,Substitution,47
8811,2337,756,Red Card,28
8812,125,675,Substitution,39
8813,632,157,Substitution,52
8814,275,567,Offside,67
8815,2349,384,Offside,13
8816,247,9,Red Card,58
8817,1005,366,Substitution,68
8818,1302,787,Substitution,85
8819,1446,583,Yellow Card,63
8820,785,919,Substitution,66
8821,1045,608,Injury,67
8822,788,903,Offside,76
8823,1199,571,Injury,31
8824,1628,872,Injury,90
8825,1698,314,Offside,50
8826,427,636,Offside,18
8827,1705,447,Offside,48
8828,133,301,Offside,5
8829,609,519,Substitution,85
8830,1553,618,Injury,83
8831,2412,891,Yellow Card,20
8832,1356,882,Offside,83
8833,293,787,Yellow Card,5
8834,853,368,Yellow Card,74
8835,1466,658,Offside,76
8836,1163,797,Yellow Card,20
8837,916,615,Red Card,14
8838,1245,131,Red Card,30
8839,348,424,Injury,72
8840,532,443,Yellow Card,31
8841,596,291,Offside,14
8842,1028,305,Injury,86
8843,2216,618,Injury,2
8844,1477,319,Injury,12
8845,1980,579,Substitution,8
8846,721,431,Yellow Card,17
8847,2131,701,Offside,2
8848,2050,726,Red Card,64
8849,1061,780,Substitution,30
8850,2010,210,Yellow Card,90
8851,2242,426,Substitution,9
8852,884,54,Red Card,16
8853,1193,647,Yellow Card,3
8854,116,359,Injury,70
8855,2390,396,Injury,34
8856,2075,674,Substitution,36
8857,649,364,Offside,66
8858,1755,483,Injury,32
8859,750,818,Offside,85
8860,1268,469,Offside,72
8861,180,145,Yellow Card,76
8862,942,498,Injury,35
